"item_id","point_name","equipment","parent_equipment_name","equipment_type"
30666,Last Poll Success Time,HAWN HOLT #5H Gas Lift Meter Remote Device,,RTU
30667,Last Poll Length,HAWN HOLT #5H Gas Lift Meter Remote Device,,RTU
30668,Last Poll Status,HAWN HOLT #5H Gas Lift Meter Remote Device,,RTU
30669,Comm Status,HAWN HOLT #5H Gas Lift Meter Remote Device,,RTU
30670,Time Since Complete,HAWN HOLT #5H Gas Lift Meter Remote Device,,RTU
30671,IP Address,HAWN HOLT #5H Gas Lift Meter Remote Device,,RTU
30672,Demand,JAVELINA A1H Production Meter Remote Device,,RTU
30673,Last Poll Success Time,JAVELINA A1H Production Meter Remote Device,,RTU
30674,Last Poll Length,JAVELINA A1H Production Meter Remote Device,,RTU
30675,Last Poll Failure Code,JAVELINA A1H Production Meter Remote Device,,RTU
30676,Comm Status,JAVELINA A1H Production Meter Remote Device,,RTU
30677,Time Since Complete,JAVELINA A1H Production Meter Remote Device,,RTU
30678,IP Address,JAVELINA A1H Production Meter Remote Device,,RTU
30679,Demand,JAVELINA B2H Production Meter Remote Device,,RTU
30680,Last Poll Success Time,JAVELINA B2H Production Meter Remote Device,,RTU
30681,Last Poll Length,JAVELINA B2H Production Meter Remote Device,,RTU
30682,Last Poll Failure Code,JAVELINA B2H Production Meter Remote Device,,RTU
30683,Last Poll Status,JAVELINA B2H Production Meter Remote Device,,RTU
30684,Time Since Complete,JAVELINA B2H Production Meter Remote Device,,RTU
30685,IP Address,JAVELINA B2H Production Meter Remote Device,,RTU
30686,Demand,JAVELINA A1H Gas Lift Meter Remote Device,,RTU
30687,Last Poll Success Time,JAVELINA A1H Gas Lift Meter Remote Device,,RTU
30688,Last Poll Length,JAVELINA A1H Gas Lift Meter Remote Device,,RTU
30689,Last Poll Failure Code,JAVELINA A1H Gas Lift Meter Remote Device,,RTU
30690,Last Poll Status,JAVELINA A1H Gas Lift Meter Remote Device,,RTU
30691,Comm Status,JAVELINA A1H Gas Lift Meter Remote Device,,RTU
30692,IP Address,JAVELINA A1H Gas Lift Meter Remote Device,,RTU
30693,Demand,JAVELINA B2H Gas Lift Meter Remote Device,,RTU
30694,Last Poll Success Time,JAVELINA B2H Gas Lift Meter Remote Device,,RTU
30695,Last Poll Length,JAVELINA B2H Gas Lift Meter Remote Device,,RTU
30696,Last Poll Failure Code,JAVELINA B2H Gas Lift Meter Remote Device,,RTU
30697,Last Poll Status,JAVELINA B2H Gas Lift Meter Remote Device,,RTU
30698,Comm Status,JAVELINA B2H Gas Lift Meter Remote Device,,RTU
30699,Time Since Complete,JAVELINA B2H Gas Lift Meter Remote Device,,RTU
30700,Demand,,,
30701,Last Poll Success Time,,,
30702,Last Poll Length,,,
30703,Last Poll Failure Code,,,
30704,Last Poll Status,,,
30705,Comm Status,,,
30706,Time Since Complete,,,
30707,IP Address,,,
30708,Last Poll Success Time,,,
30709,Last Poll Length,,,
30710,Last Poll Failure Code,,,
30711,Last Poll Status,,,
30712,Comm Status,,,
30713,Time Since Complete,,,
30714,IP Address,,,
30715,Demand,,,
30716,Last Poll Success Time,,,
30717,Last Poll Length,,,
30718,Last Poll Failure Code,,,
30719,Last Poll Status,,,
30720,Comm Status,,,
30721,Time Since Complete,,,
30722,IP Address,,,
30723,Demand,,,
30724,Last Poll Success Time,,,
30725,Last Poll Length,,,
30726,Last Poll Failure Code,,,
30727,Last Poll Status,,,
30728,Comm Status,,,
30729,Time Since Complete,,,
30730,IP Address,,,
30731,Demand,,,
30732,Last Poll Success Time,,,
30733,Last Poll Length,,,
30734,Last Poll Failure Code,,,
30735,Last Poll Status,,,
30736,Comm Status,,,
30737,Time Since Complete,,,
30738,IP Address,,,
30739,Demand,,,
30740,Last Poll Success Time,,,
30741,Last Poll Length,,,
30742,Last Poll Failure Code,,,
30743,Last Poll Status,,,
30744,Comm Status,,,
30745,Time Since Complete,,,
30746,IP Address,,,
30747,Demand,MOOSE HUNTER #2H Production Meter Remote Device,,RTU
30748,Last Poll Success Time,MOOSE HUNTER #2H Production Meter Remote Device,,RTU
30749,Last Poll Length,MOOSE HUNTER #2H Production Meter Remote Device,,RTU
30750,Last Poll Failure Code,MOOSE HUNTER #2H Production Meter Remote Device,,RTU
30751,Last Poll Status,MOOSE HUNTER #2H Production Meter Remote Device,,RTU
30752,Comm Status,MOOSE HUNTER #2H Production Meter Remote Device,,RTU
30753,Time Since Complete,MOOSE HUNTER #2H Production Meter Remote Device,,RTU
30754,IP Address,MOOSE HUNTER #2H Production Meter Remote Device,,RTU
30755,Demand,MOOSE HUNTER #3H Production Meter Remote Device,,RTU
30756,Last Poll Success Time,MOOSE HUNTER #3H Production Meter Remote Device,,RTU
30757,Last Poll Length,MOOSE HUNTER #3H Production Meter Remote Device,,RTU
30758,Last Poll Failure Code,MOOSE HUNTER #3H Production Meter Remote Device,,RTU
30759,Last Poll Status,MOOSE HUNTER #3H Production Meter Remote Device,,RTU
30760,Comm Status,MOOSE HUNTER #3H Production Meter Remote Device,,RTU
30761,Time Since Complete,MOOSE HUNTER #3H Production Meter Remote Device,,RTU
30762,IP Address,MOOSE HUNTER #3H Production Meter Remote Device,,RTU
30763,Demand,MOOSE HUNTER #4H Production Meter Remote Device,,RTU
30764,Last Poll Success Time,MOOSE HUNTER #4H Production Meter Remote Device,,RTU
30765,Last Poll Length,MOOSE HUNTER #4H Production Meter Remote Device,,RTU
30766,Last Poll Failure Code,MOOSE HUNTER #4H Production Meter Remote Device,,RTU
30767,Last Poll Status,MOOSE HUNTER #4H Production Meter Remote Device,,RTU
30768,Comm Status,MOOSE HUNTER #4H Production Meter Remote Device,,RTU
30769,Time Since Complete,MOOSE HUNTER #4H Production Meter Remote Device,,RTU
30770,IP Address,MOOSE HUNTER #4H Production Meter Remote Device,,RTU
30771,Demand,MOOSE HUNTER #3H Gas Lift Meter Remote Device,,RTU
30772,Last Poll Success Time,MOOSE HUNTER #3H Gas Lift Meter Remote Device,,RTU
30773,Last Poll Length,MOOSE HUNTER #3H Gas Lift Meter Remote Device,,RTU
30774,Last Poll Failure Code,MOOSE HUNTER #3H Gas Lift Meter Remote Device,,RTU
30775,Last Poll Status,MOOSE HUNTER #3H Gas Lift Meter Remote Device,,RTU
30776,Comm Status,MOOSE HUNTER #3H Gas Lift Meter Remote Device,,RTU
30777,Time Since Complete,MOOSE HUNTER #3H Gas Lift Meter Remote Device,,RTU
30778,IP Address,MOOSE HUNTER #3H Gas Lift Meter Remote Device,,RTU
30779,Demand,MOOSE HUNTER #4H Gas Lift Meter Remote Device,,RTU
30780,Last Poll Success Time,MOOSE HUNTER #4H Gas Lift Meter Remote Device,,RTU
30781,Last Poll Length,MOOSE HUNTER #4H Gas Lift Meter Remote Device,,RTU
30782,Last Poll Failure Code,MOOSE HUNTER #4H Gas Lift Meter Remote Device,,RTU
30783,Last Poll Status,MOOSE HUNTER #4H Gas Lift Meter Remote Device,,RTU
30784,Comm Status,MOOSE HUNTER #4H Gas Lift Meter Remote Device,,RTU
30785,Time Since Complete,MOOSE HUNTER #4H Gas Lift Meter Remote Device,,RTU
30786,IP Address,MOOSE HUNTER #4H Gas Lift Meter Remote Device,,RTU
30787,Demand,SOUTHERN BOCK A1H Production Meter Remote Device,,RTU
30788,Last Poll Success Time,SOUTHERN BOCK A1H Production Meter Remote Device,,RTU
30789,Last Poll Length,SOUTHERN BOCK A1H Production Meter Remote Device,,RTU
30790,Last Poll Failure Code,SOUTHERN BOCK A1H Production Meter Remote Device,,RTU
30791,Last Poll Status,SOUTHERN BOCK A1H Production Meter Remote Device,,RTU
30792,Comm Status,SOUTHERN BOCK A1H Production Meter Remote Device,,RTU
30793,Time Since Complete,SOUTHERN BOCK A1H Production Meter Remote Device,,RTU
30794,IP Address,SOUTHERN BOCK A1H Production Meter Remote Device,,RTU
30795,Demand,SOUTHERN BOCK B2H Production Meter Remote Device,,RTU
30796,Last Poll Success Time,SOUTHERN BOCK B2H Production Meter Remote Device,,RTU
30797,Last Poll Length,SOUTHERN BOCK B2H Production Meter Remote Device,,RTU
30798,Last Poll Failure Code,SOUTHERN BOCK B2H Production Meter Remote Device,,RTU
30799,Last Poll Status,SOUTHERN BOCK B2H Production Meter Remote Device,,RTU
30800,Comm Status,SOUTHERN BOCK B2H Production Meter Remote Device,,RTU
30801,Time Since Complete,SOUTHERN BOCK B2H Production Meter Remote Device,,RTU
30802,IP Address,SOUTHERN BOCK B2H Production Meter Remote Device,,RTU
30803,Demand,SOUTHERN BOCK A1H Gas Lift Meter Remote Device,,RTU
30804,Last Poll Success Time,SOUTHERN BOCK A1H Gas Lift Meter Remote Device,,RTU
30805,Last Poll Length,SOUTHERN BOCK A1H Gas Lift Meter Remote Device,,RTU
30806,Last Poll Failure Code,SOUTHERN BOCK A1H Gas Lift Meter Remote Device,,RTU
30807,Last Poll Status,SOUTHERN BOCK A1H Gas Lift Meter Remote Device,,RTU
30808,Comm Status,SOUTHERN BOCK A1H Gas Lift Meter Remote Device,,RTU
30809,Time Since Complete,SOUTHERN BOCK A1H Gas Lift Meter Remote Device,,RTU
30810,IP Address,SOUTHERN BOCK A1H Gas Lift Meter Remote Device,,RTU
30811,Last Poll Success Time,SOUTHERN BOCK B2H Gas Lift Meter Remote Device,,RTU
30812,Last Poll Length,SOUTHERN BOCK B2H Gas Lift Meter Remote Device,,RTU
30813,Last Poll Failure Code,SOUTHERN BOCK B2H Gas Lift Meter Remote Device,,RTU
30814,Last Poll Status,SOUTHERN BOCK B2H Gas Lift Meter Remote Device,,RTU
30815,Comm Status,SOUTHERN BOCK B2H Gas Lift Meter Remote Device,,RTU
30816,Time Since Complete,SOUTHERN BOCK B2H Gas Lift Meter Remote Device,,RTU
30817,IP Address,SOUTHERN BOCK B2H Gas Lift Meter Remote Device,,RTU
30818,Demand,HALLEY Hawn Holt TREMOLITE VRU Meter Remote Device,,RTU
30819,Last Poll Success Time,HALLEY Hawn Holt TREMOLITE VRU Meter Remote Device,,RTU
30820,Last Poll Length,HALLEY Hawn Holt TREMOLITE VRU Meter Remote Device,,RTU
30821,Last Poll Failure Code,HALLEY Hawn Holt TREMOLITE VRU Meter Remote Device,,RTU
30822,Last Poll Status,HALLEY Hawn Holt TREMOLITE VRU Meter Remote Device,,RTU
30823,Comm Status,HALLEY Hawn Holt TREMOLITE VRU Meter Remote Device,,RTU
30824,Time Since Complete,HALLEY Hawn Holt TREMOLITE VRU Meter Remote Device,,RTU
30825,IP Address,HALLEY Hawn Holt TREMOLITE VRU Meter Remote Device,,RTU
30826,Demand,Ring A Unit #1H Production Meter Remote Device,,RTU
30827,Last Poll Success Time,Ring A Unit #1H Production Meter Remote Device,,RTU
30828,Last Poll Length,Ring A Unit #1H Production Meter Remote Device,,RTU
30829,Last Poll Failure Code,Ring A Unit #1H Production Meter Remote Device,,RTU
30830,Last Poll Status,Ring A Unit #1H Production Meter Remote Device,,RTU
30831,Comm Status,Ring A Unit #1H Production Meter Remote Device,,RTU
30832,Time Since Complete,Ring A Unit #1H Production Meter Remote Device,,RTU
30833,IP Address,Ring A Unit #1H Production Meter Remote Device,,RTU
30834,Demand,Ring A Unit #2H Production Meter Remote Device,,RTU
30835,Last Poll Success Time,Ring A Unit #2H Production Meter Remote Device,,RTU
30836,Last Poll Length,Ring A Unit #2H Production Meter Remote Device,,RTU
30837,Last Poll Failure Code,Ring A Unit #2H Production Meter Remote Device,,RTU
30838,Last Poll Status,Ring A Unit #2H Production Meter Remote Device,,RTU
30839,Comm Status,Ring A Unit #2H Production Meter Remote Device,,RTU
30840,Time Since Complete,Ring A Unit #2H Production Meter Remote Device,,RTU
30841,IP Address,Ring A Unit #2H Production Meter Remote Device,,RTU
30842,Demand,Ring A Unit #3H Production Meter Remote Device,,RTU
30843,Last Poll Success Time,Ring A Unit #3H Production Meter Remote Device,,RTU
30844,Last Poll Length,Ring A Unit #3H Production Meter Remote Device,,RTU
30845,Last Poll Failure Code,Ring A Unit #3H Production Meter Remote Device,,RTU
30846,Last Poll Status,Ring A Unit #3H Production Meter Remote Device,,RTU
30847,Comm Status,Ring A Unit #3H Production Meter Remote Device,,RTU
30848,Time Since Complete,Ring A Unit #3H Production Meter Remote Device,,RTU
30849,IP Address,Ring A Unit #3H Production Meter Remote Device,,RTU
30850,Demand,Ring A Unit #4H Production Meter Remote Device,,RTU
30851,Last Poll Success Time,Ring A Unit #4H Production Meter Remote Device,,RTU
30852,Last Poll Length,Ring A Unit #4H Production Meter Remote Device,,RTU
30853,Last Poll Failure Code,Ring A Unit #4H Production Meter Remote Device,,RTU
30854,Last Poll Status,Ring A Unit #4H Production Meter Remote Device,,RTU
30855,Comm Status,Ring A Unit #4H Production Meter Remote Device,,RTU
30856,Time Since Complete,Ring A Unit #4H Production Meter Remote Device,,RTU
30857,IP Address,Ring A Unit #4H Production Meter Remote Device,,RTU
30858,Demand,Ring A Unit #5H Production Meter Remote Device,,RTU
30859,Last Poll Success Time,Ring A Unit #5H Production Meter Remote Device,,RTU
30860,Last Poll Length,Ring A Unit #5H Production Meter Remote Device,,RTU
30861,Last Poll Failure Code,Ring A Unit #5H Production Meter Remote Device,,RTU
30862,Last Poll Status,Ring A Unit #5H Production Meter Remote Device,,RTU
30863,Comm Status,Ring A Unit #5H Production Meter Remote Device,,RTU
30864,Time Since Complete,Ring A Unit #5H Production Meter Remote Device,,RTU
30865,IP Address,Ring A Unit #5H Production Meter Remote Device,,RTU
30866,Demand,SAPELE Flash Gas Meter Remote Device,,RTU
30867,Last Poll Success Time,SAPELE Flash Gas Meter Remote Device,,RTU
30868,Last Poll Length,SAPELE Flash Gas Meter Remote Device,,RTU
30869,Last Poll Failure Code,SAPELE Flash Gas Meter Remote Device,,RTU
30870,Last Poll Status,SAPELE Flash Gas Meter Remote Device,,RTU
30871,Comm Status,SAPELE Flash Gas Meter Remote Device,,RTU
30872,Time Since Complete,SAPELE Flash Gas Meter Remote Device,,RTU
30873,IP Address,SAPELE Flash Gas Meter Remote Device,,RTU
30874,Demand,MCCREARY TECHNIK (SA) 2H Production Meter Remote Device,,RTU
30875,Last Poll Success Time,MCCREARY TECHNIK (SA) 2H Production Meter Remote Device,,RTU
30876,Last Poll Length,MCCREARY TECHNIK (SA) 2H Production Meter Remote Device,,RTU
30877,Last Poll Failure Code,MCCREARY TECHNIK (SA) 2H Production Meter Remote Device,,RTU
30878,Last Poll Status,MCCREARY TECHNIK (SA) 2H Production Meter Remote Device,,RTU
30879,Comm Status,MCCREARY TECHNIK (SA) 2H Production Meter Remote Device,,RTU
30880,Time Since Complete,MCCREARY TECHNIK (SA) 2H Production Meter Remote Device,,RTU
30881,IP Address,MCCREARY TECHNIK (SA) 2H Production Meter Remote Device,,RTU
30882,Demand,MCCREARY TECHNIK (SA) 2H Gas Lift Meter Remote Device,,RTU
30883,Last Poll Success Time,MCCREARY TECHNIK (SA) 2H Gas Lift Meter Remote Device,,RTU
30884,Last Poll Length,MCCREARY TECHNIK (SA) 2H Gas Lift Meter Remote Device,,RTU
30885,Last Poll Failure Code,MCCREARY TECHNIK (SA) 2H Gas Lift Meter Remote Device,,RTU
30886,Last Poll Status,MCCREARY TECHNIK (SA) 2H Gas Lift Meter Remote Device,,RTU
30887,Comm Status,MCCREARY TECHNIK (SA) 2H Gas Lift Meter Remote Device,,RTU
30888,Time Since Complete,MCCREARY TECHNIK (SA) 2H Gas Lift Meter Remote Device,,RTU
30889,IP Address,MCCREARY TECHNIK (SA) 2H Gas Lift Meter Remote Device,,RTU
30890,Demand,MCCREARY TECHNIK (SA) 3H Production Meter Remote Device,,RTU
30891,Last Poll Success Time,MCCREARY TECHNIK (SA) 3H Production Meter Remote Device,,RTU
30892,Last Poll Length,MCCREARY TECHNIK (SA) 3H Production Meter Remote Device,,RTU
30893,Last Poll Failure Code,MCCREARY TECHNIK (SA) 3H Production Meter Remote Device,,RTU
30894,Last Poll Status,MCCREARY TECHNIK (SA) 3H Production Meter Remote Device,,RTU
30895,Comm Status,MCCREARY TECHNIK (SA) 3H Production Meter Remote Device,,RTU
30896,Time Since Complete,MCCREARY TECHNIK (SA) 3H Production Meter Remote Device,,RTU
30897,IP Address,MCCREARY TECHNIK (SA) 3H Production Meter Remote Device,,RTU
30898,Demand,MCCREARY TECHNIK (SA) 3H Gas Lift Meter Remote Device,,RTU
30899,Last Poll Success Time,MCCREARY TECHNIK (SA) 3H Gas Lift Meter Remote Device,,RTU
30900,Last Poll Length,MCCREARY TECHNIK (SA) 3H Gas Lift Meter Remote Device,,RTU
30901,Last Poll Failure Code,MCCREARY TECHNIK (SA) 3H Gas Lift Meter Remote Device,,RTU
30902,Last Poll Status,MCCREARY TECHNIK (SA) 3H Gas Lift Meter Remote Device,,RTU
30903,Comm Status,MCCREARY TECHNIK (SA) 3H Gas Lift Meter Remote Device,,RTU
30904,Time Since Complete,MCCREARY TECHNIK (SA) 3H Gas Lift Meter Remote Device,,RTU
30905,IP Address,MCCREARY TECHNIK (SA) 3H Gas Lift Meter Remote Device,,RTU
30906,Demand,MCCREARY TECHNIK (SA) 4H Production Meter Remote Device,,RTU
30907,Last Poll Success Time,MCCREARY TECHNIK (SA) 4H Production Meter Remote Device,,RTU
30908,Last Poll Length,MCCREARY TECHNIK (SA) 4H Production Meter Remote Device,,RTU
30909,Last Poll Failure Code,MCCREARY TECHNIK (SA) 4H Production Meter Remote Device,,RTU
30910,Last Poll Status,MCCREARY TECHNIK (SA) 4H Production Meter Remote Device,,RTU
30911,Comm Status,MCCREARY TECHNIK (SA) 4H Production Meter Remote Device,,RTU
30912,Time Since Complete,MCCREARY TECHNIK (SA) 4H Production Meter Remote Device,,RTU
30913,IP Address,MCCREARY TECHNIK (SA) 4H Production Meter Remote Device,,RTU
30914,Demand,MCCREARY TECHNIK (SA) 4H Gas Lift Meter Remote Device,,RTU
30915,Last Poll Success Time,MCCREARY TECHNIK (SA) 4H Gas Lift Meter Remote Device,,RTU
30916,Last Poll Length,MCCREARY TECHNIK (SA) 4H Gas Lift Meter Remote Device,,RTU
30917,Last Poll Failure Code,MCCREARY TECHNIK (SA) 4H Gas Lift Meter Remote Device,,RTU
30918,Last Poll Status,MCCREARY TECHNIK (SA) 4H Gas Lift Meter Remote Device,,RTU
30919,Comm Status,MCCREARY TECHNIK (SA) 4H Gas Lift Meter Remote Device,,RTU
30920,Time Since Complete,MCCREARY TECHNIK (SA) 4H Gas Lift Meter Remote Device,,RTU
30921,IP Address,MCCREARY TECHNIK (SA) 4H Gas Lift Meter Remote Device,,RTU
30930,Demand,BOZKA #1H Production Meter Remote Device,,RTU
30931,Last Poll Success Time,BOZKA #1H Production Meter Remote Device,,RTU
30932,Last Poll Length,BOZKA #1H Production Meter Remote Device,,RTU
30933,Last Poll Failure Code,BOZKA #1H Production Meter Remote Device,,RTU
30934,Last Poll Status,BOZKA #1H Production Meter Remote Device,,RTU
30935,Comm Status,BOZKA #1H Production Meter Remote Device,,RTU
30936,Time Since Complete,BOZKA #1H Production Meter Remote Device,,RTU
30937,IP Address,BOZKA #1H Production Meter Remote Device,,RTU
30938,Demand,BOZKA #1H Gas Lift Meter Remote Device,,RTU
30939,Last Poll Success Time,BOZKA #1H Gas Lift Meter Remote Device,,RTU
30940,Last Poll Length,BOZKA #1H Gas Lift Meter Remote Device,,RTU
30941,Last Poll Failure Code,BOZKA #1H Gas Lift Meter Remote Device,,RTU
30942,Last Poll Status,BOZKA #1H Gas Lift Meter Remote Device,,RTU
30943,Comm Status,BOZKA #1H Gas Lift Meter Remote Device,,RTU
30944,Time Since Complete,BOZKA #1H Gas Lift Meter Remote Device,,RTU
30945,IP Address,BOZKA #1H Gas Lift Meter Remote Device,,RTU
30946,Demand,ROCK CREEK #14H Production Meter Remote Device,,RTU
30947,Last Poll Success Time,ROCK CREEK #14H Production Meter Remote Device,,RTU
30948,Last Poll Length,ROCK CREEK #14H Production Meter Remote Device,,RTU
30949,Last Poll Failure Code,ROCK CREEK #14H Production Meter Remote Device,,RTU
30950,Last Poll Status,ROCK CREEK #14H Production Meter Remote Device,,RTU
30951,Comm Status,ROCK CREEK #14H Production Meter Remote Device,,RTU
30952,Time Since Complete,ROCK CREEK #14H Production Meter Remote Device,,RTU
30953,IP Address,ROCK CREEK #14H Production Meter Remote Device,,RTU
30954,Demand,ROCK CREEK #15H Production Meter Remote Device,,RTU
30955,Last Poll Success Time,ROCK CREEK #15H Production Meter Remote Device,,RTU
30956,Last Poll Length,ROCK CREEK #15H Production Meter Remote Device,,RTU
30957,Last Poll Failure Code,ROCK CREEK #15H Production Meter Remote Device,,RTU
30958,Last Poll Status,ROCK CREEK #15H Production Meter Remote Device,,RTU
30959,Comm Status,ROCK CREEK #15H Production Meter Remote Device,,RTU
30960,Time Since Complete,ROCK CREEK #15H Production Meter Remote Device,,RTU
30961,IP Address,ROCK CREEK #15H Production Meter Remote Device,,RTU
30962,Demand,ROCK CREEK #14H Gas Lift Meter Remote Device,,RTU
30963,Last Poll Success Time,ROCK CREEK #14H Gas Lift Meter Remote Device,,RTU
30964,Last Poll Length,ROCK CREEK #14H Gas Lift Meter Remote Device,,RTU
30965,Last Poll Failure Code,ROCK CREEK #14H Gas Lift Meter Remote Device,,RTU
30966,Last Poll Status,ROCK CREEK #14H Gas Lift Meter Remote Device,,RTU
30967,Comm Status,ROCK CREEK #14H Gas Lift Meter Remote Device,,RTU
30968,Time Since Complete,ROCK CREEK #14H Gas Lift Meter Remote Device,,RTU
30969,IP Address,ROCK CREEK #14H Gas Lift Meter Remote Device,,RTU
30970,Demand,ROCK CREEK #15H Gas Lift Meter Remote Device,,RTU
30971,Last Poll Success Time,ROCK CREEK #15H Gas Lift Meter Remote Device,,RTU
30972,Last Poll Length,ROCK CREEK #15H Gas Lift Meter Remote Device,,RTU
30973,Last Poll Failure Code,ROCK CREEK #15H Gas Lift Meter Remote Device,,RTU
30974,Last Poll Status,ROCK CREEK #15H Gas Lift Meter Remote Device,,RTU
30975,Comm Status,ROCK CREEK #15H Gas Lift Meter Remote Device,,RTU
30976,Time Since Complete,ROCK CREEK #15H Gas Lift Meter Remote Device,,RTU
30977,IP Address,ROCK CREEK #15H Gas Lift Meter Remote Device,,RTU
30978,Temperature,Lavaca Cannonade Ranch South 2H Meter,,Gas Meter
30979,Gas Flow Rate,Lavaca Cannonade Ranch South 2H Meter,,Gas Meter
30980,Previous Days Accum Volume,Lavaca Cannonade Ranch South 2H Meter,,Gas Meter
30981,Current Days Accum Volume,Lavaca Cannonade Ranch South 2H Meter,,Gas Meter
30982,Static Pressure,Lavaca Cannonade Ranch South 2H Meter,,Gas Meter
30983,Differential Pressure,Lavaca Cannonade Ranch South 2H Meter,,Gas Meter
30984,Orifice Plate Size,Lavaca Cannonade Ranch South 2H Meter,,Gas Meter
30985,Heating Value,Lavaca Cannonade Ranch South 2H Meter,,Gas Meter
30986,Battery Voltage,MAPLE C3H D4H Fuel Gas Meter,GEORG EF/Maple Tank Battery,Gas Meter
30987,Accumulated Volume,MAPLE C3H D4H Fuel Gas Meter,GEORG EF/Maple Tank Battery,Gas Meter
30988,Yesterday Volume,MAPLE C3H D4H Fuel Gas Meter,GEORG EF/Maple Tank Battery,Gas Meter
30989,Today Volume,MAPLE C3H D4H Fuel Gas Meter,GEORG EF/Maple Tank Battery,Gas Meter
30990,Temperature,MAPLE C3H D4H Fuel Gas Meter,GEORG EF/Maple Tank Battery,Gas Meter
30991,Static Pressure,MAPLE C3H D4H Fuel Gas Meter,GEORG EF/Maple Tank Battery,Gas Meter
30992,Differential Pressure,MAPLE C3H D4H Fuel Gas Meter,GEORG EF/Maple Tank Battery,Gas Meter
30993,Flow Rate,MAPLE C3H D4H Fuel Gas Meter,GEORG EF/Maple Tank Battery,Gas Meter
30994,Tank Top Level,FLUORITE Water Tank 1,FLUORITE Tank Battery,Storage
30995,Tank Interface Level,FLUORITE Water Tank 1,FLUORITE Tank Battery,Storage
30996,Tank Top Level,FLUORITE Water Tank 2,FLUORITE Tank Battery,Storage
30997,Tank Interface Level,FLUORITE Water Tank 2,FLUORITE Tank Battery,Storage
30998,Tank Interface Level,FLUORITE Oil Tank 1,FLUORITE Tank Battery,Storage
30999,Tank Top Level,FLUORITE Oil Tank 1,FLUORITE Tank Battery,Storage
31000,Tank Interface Level,FLUORITE Oil Tank 2,FLUORITE Tank Battery,Storage
31001,Tank Top Level,FLUORITE Oil Tank 2,FLUORITE Tank Battery,Storage
31002,Tank Interface Level,FLUORITE Oil Tank 3,FLUORITE Tank Battery,Storage
31003,Tank Top Level,FLUORITE Oil Tank 3,FLUORITE Tank Battery,Storage
31004,Tank Interface Level,FLUORITE Oil Tank 4,FLUORITE Tank Battery,Storage
31005,Tank Top Level,FLUORITE Oil Tank 4,FLUORITE Tank Battery,Storage
31006,Tank Top Level,COTTONWOOD Water Tank 1,COTTONWOOD Tank Battery,Storage
31007,Tank Interface Level,COTTONWOOD Water Tank 1,COTTONWOOD Tank Battery,Storage
31008,Tank Top Level,COTTONWOOD Oil Tank 3,COTTONWOOD Tank Battery,Storage
31009,Tank Interface Level,COTTONWOOD Oil Tank 3,COTTONWOOD Tank Battery,Storage
31010,Tank Top Level,COTTONWOOD Oil Tank 2,COTTONWOOD Tank Battery,Storage
31011,Tank Interface Level,COTTONWOOD Oil Tank 2,COTTONWOOD Tank Battery,Storage
31012,Tank Top Level,COTTONWOOD Oil Tank 1,COTTONWOOD Tank Battery,Storage
31013,Tank Interface Level,COTTONWOOD Oil Tank 1,COTTONWOOD Tank Battery,Storage
31014,Tubing Pressure,COTTONWOOD A 1H,COTTONWOOD Well Pad,Gas Lift
31015,Casing Pressure,COTTONWOOD A 1H,COTTONWOOD Well Pad,Gas Lift
31016,Well Status,COTTONWOOD A 1H,COTTONWOOD Well Pad,Gas Lift
31017,Wellhead ESD Button,COTTONWOOD A 1H,COTTONWOOD Well Pad,Gas Lift
31018,Wellhead Reset Button,COTTONWOOD A 1H,COTTONWOOD Well Pad,Gas Lift
31019,Flowline PSHH,COTTONWOOD A 1H,COTTONWOOD Well Pad,Gas Lift
31020,Flowline PSLL,COTTONWOOD A 1H,COTTONWOOD Well Pad,Gas Lift
31021,Tubing Pressure,COTTONWOOD B 2H,COTTONWOOD Well Pad,Gas Lift
31022,Casing Pressure,COTTONWOOD B 2H,COTTONWOOD Well Pad,Gas Lift
31023,Well Status,COTTONWOOD B 2H,COTTONWOOD Well Pad,Gas Lift
31024,Wellhead ESD Button,COTTONWOOD B 2H,COTTONWOOD Well Pad,Gas Lift
31025,Wellhead Reset Button,COTTONWOOD B 2H,COTTONWOOD Well Pad,Gas Lift
31026,Flowline PSHH,COTTONWOOD B 2H,COTTONWOOD Well Pad,Gas Lift
31027,Flowline PSLL,COTTONWOOD B 2H,COTTONWOOD Well Pad,Gas Lift
31028,Flow Rate,COTTONWOOD A 1H Water Meter,COTTONWOOD A 1H,Water Meter
31029,Flow Today,COTTONWOOD A 1H Water Meter,COTTONWOOD A 1H,Water Meter
31030,Flow Yesterday,COTTONWOOD A 1H Water Meter,COTTONWOOD A 1H,Water Meter
31031,Flow Rate,COTTONWOOD A 1H Oil Meter,COTTONWOOD A 1H,Oil Meter
31032,Flow Today,COTTONWOOD A 1H Oil Meter,COTTONWOOD A 1H,Oil Meter
31033,Flow Yesterday,COTTONWOOD A 1H Oil Meter,COTTONWOOD A 1H,Oil Meter
31034,Flow Rate,COTTONWOOD B 2H Water Meter,COTTONWOOD B 2H,Water Meter
31035,Flow Today,COTTONWOOD B 2H Water Meter,COTTONWOOD B 2H,Water Meter
31036,Flow Yesterday,COTTONWOOD B 2H Water Meter,COTTONWOOD B 2H,Water Meter
31037,Flow Rate,COTTONWOOD B 2H Oil Meter,COTTONWOOD B 2H,Oil Meter
