ID,Timestamp,Value,point_name,equipment,parent_equipment_name,equipment_type,Name,Accounting Number
10002,2022-03-01 16:22:30.638+00,130.64,Tubing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10087,2022-03-01 16:22:30.637+00,26.232,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10011,2022-03-01 16:22:30.637+00,121.02,Casing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10099,2022-03-01 16:22:30.637+00,5.602,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10086,2022-03-01 16:22:30.637+00,625.19,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10084,2022-03-01 16:22:30.637+00,1011.133,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10026,2022-03-01 16:22:30.637+00,24.928,Tubing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10092,2022-03-01 16:22:30.637+00,150.518,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10030,2022-03-01 16:22:30.637+00,425.505,Tubing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10017,2022-03-01 16:22:30.637+00,6.543,Casing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10000,2022-03-01 16:22:30.637+00,9.056,Tubing Pressure,BIG FIVE A1 H,BIG FIVE Well Pad,Gas Lift,BIG FIVE A1 H,204600.01
10091,2022-03-01 16:22:30.637+00,31.082,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10013,2022-03-01 16:22:30.637+00,193,Casing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10090,2022-03-01 16:22:30.637+00,7.235,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10028,2022-03-01 16:22:30.637+00,423.275,Tubing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10023,2022-03-01 16:22:30.637+00,3.687,Casing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10010,2022-03-01 16:22:30.637+00,126.68,Tubing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10072,2022-03-01 16:22:30.637+00,24.246,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10095,2022-03-01 16:22:30.637+00,484.474,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10022,2022-03-01 16:22:29.621+00,"""0.000""",Tubing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10094,2022-03-01 16:22:29.62+00,92.214,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10030,2022-03-01 16:07:31.53+00,424.135,Tubing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10087,2022-03-01 16:07:31.53+00,20.535,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10096,2022-03-01 16:07:30.516+00,31.026,Tubing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10086,2022-03-01 16:07:30.516+00,311.097,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10016,2022-03-01 16:07:30.516+00,0.586,Tubing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10089,2022-03-01 16:07:30.516+00,211599.031,Casing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10074,2022-03-01 16:07:30.516+00,56332.391,Tubing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10098,2022-03-01 16:07:30.516+00,213846.109,Tubing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10075,2022-03-01 16:07:30.516+00,4.911,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10028,2022-03-01 16:07:30.516+00,424.312,Tubing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10094,2022-03-01 16:07:30.516+00,90.319,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10079,2022-03-01 16:07:30.516+00,19.815,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10081,2022-03-01 16:07:30.516+00,57491.309,Casing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10099,2022-03-01 16:07:30.516+00,6.909,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10007,2022-03-01 16:07:30.516+00,93.7,Casing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10082,2022-03-01 16:07:30.516+00,4.908,Tubing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10012,2022-03-01 16:07:30.516+00,143,Tubing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10002,2022-03-01 16:07:30.516+00,130.66,Tubing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10015,2022-03-01 16:07:30.516+00,783,Casing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10090,2022-03-01 16:07:30.516+00,3.599,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10019,2022-03-01 16:07:30.516+00,3.179,Casing Pressure,CORAL C 3H,CORAL Well Pad,Gas Lift,CORAL C 3H,204669.01
10014,2022-03-01 16:07:30.516+00,715,Tubing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10091,2022-03-01 16:07:30.516+00,7.955,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10006,2022-03-01 16:07:30.516+00,302.07,Tubing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10092,2022-03-01 16:07:30.516+00,144.036,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10031,2022-03-01 16:07:30.516+00,68.083,Casing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10025,2022-03-01 16:07:30.516+00,14.02,Casing Pressure,DRAGONSTONE A 1H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE A 1H,204683.01
10077,2022-03-01 16:07:30.516+00,1019.526,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10029,2022-03-01 16:07:30.516+00,66.997,Casing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10083,2022-03-01 16:07:30.516+00,65.951,Casing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10084,2022-03-01 16:07:30.516+00,1019.455,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10076,2022-03-01 16:07:30.516+00,65.606,Tubing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10004,2022-03-01 16:07:30.516+00,131.7,Tubing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10072,2022-03-01 16:07:30.516+00,19.826,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10095,2022-03-01 16:07:30.515+00,597.277,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10026,2022-03-01 16:07:30.515+00,22.592,Tubing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10000,2022-03-01 16:07:30.515+00,52.224,Tubing Pressure,BIG FIVE A1 H,BIG FIVE Well Pad,Gas Lift,BIG FIVE A1 H,204600.01
10013,2022-03-01 16:07:30.515+00,159,Casing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10079,2022-03-01 15:53:11.963+00,15.598,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10015,2022-03-01 15:53:11.963+00,776,Casing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10077,2022-03-01 15:53:11.963+00,1026.272,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10075,2022-03-01 15:53:11.963+00,4.899,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10096,2022-03-01 15:53:11.963+00,25.312,Tubing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10007,2022-03-01 15:53:11.962+00,93.65,Casing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10092,2022-03-01 15:53:11.962+00,139.896,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10000,2022-03-01 15:53:11.962+00,54.211,Tubing Pressure,BIG FIVE A1 H,BIG FIVE Well Pad,Gas Lift,BIG FIVE A1 H,204600.01
10030,2022-03-01 15:53:11.962+00,424.141,Tubing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10076,2022-03-01 15:53:11.962+00,64.523,Tubing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10074,2022-03-01 15:53:11.962+00,56328.172,Tubing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10031,2022-03-01 15:53:11.962+00,67.376,Casing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10091,2022-03-01 15:53:11.962+00,6.323,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10086,2022-03-01 15:53:11.962+00,273.419,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10081,2022-03-01 15:53:11.962+00,57487.09,Casing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10014,2022-03-01 15:53:11.962+00,708,Tubing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10072,2022-03-01 15:53:11.962+00,15.61,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10098,2022-03-01 15:53:11.962+00,213840.391,Tubing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10029,2022-03-01 15:53:11.962+00,66.638,Casing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10028,2022-03-01 15:53:11.962+00,423.219,Tubing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10087,2022-03-01 15:53:11.962+00,18.046,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10026,2022-03-01 15:53:11.962+00,20.852,Tubing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10095,2022-03-01 15:53:11.962+00,637.704,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10089,2022-03-01 15:53:11.962+00,211596.547,Casing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10084,2022-03-01 15:53:11.962+00,1026.199,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10012,2022-03-01 15:53:11.962+00,138,Tubing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10002,2022-03-01 15:53:11.962+00,130.63,Tubing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10083,2022-03-01 15:53:11.962+00,65.112,Casing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10013,2022-03-01 15:53:11.962+00,169,Casing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10090,2022-03-01 15:53:11.962+00,3.164,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10099,2022-03-01 15:53:11.962+00,7.38,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10017,2022-03-01 15:53:11.962+00,4.547,Casing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10082,2022-03-01 15:53:11.962+00,4.91,Tubing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10004,2022-03-01 15:53:11.962+00,131.68,Tubing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10016,2022-03-01 15:53:10.949+00,1.587,Tubing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10034,2022-03-01 15:53:10.949+00,0,Tubing Pressure,HALITE B2H,HALITE Well Pad,Gas Lift,HALITE B2H,204728.01
10019,2022-03-01 15:53:10.949+00,5.706,Casing Pressure,CORAL C 3H,CORAL Well Pad,Gas Lift,CORAL C 3H,204669.01
10008,2022-03-01 15:53:10.949+00,18.625,Tubing Pressure,CARBONITE A1H,CARBONITE Well Pad,Gas Lift,CARBONITE A1H,204718.01
10024,2022-03-01 15:53:10.949+00,184.51,Tubing Pressure,DRAGONSTONE A 1H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE A 1H,204683.01
10033,2022-03-01 15:53:10.949+00,425,Casing Pressure,HALITE A1H,HALITE Well Pad,Gas Lift,HALITE A1H,204727.01
10022,2022-03-01 15:53:10.949+00,0.657,Tubing Pressure,LAGER UNIT 4H,LAGER Well Pad,Gas Lift,LAGER UNIT 4H,204309.01
10032,2022-03-01 15:53:10.949+00,425,Tubing Pressure,HALITE A1H,HALITE Well Pad,Gas Lift,HALITE A1H,204727.01
10018,2022-03-01 15:53:10.949+00,165.237,Tubing Pressure,CORAL C 3H,CORAL Well Pad,Gas Lift,CORAL C 3H,204669.01
10021,2022-03-01 15:53:10.949+00,234.828,Casing Pressure,DIAMOND A1H,DIAMOND Well Pad,Gas Lift,DIAMOND A1H,204636.01
10094,2022-03-01 15:53:10.947+00,89.981,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10088,2022-03-01 15:53:10.947+00,835.311,Tubing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10093,2022-03-01 15:53:10.947+00,1.25,Casing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10085,2022-03-01 15:53:10.947+00,0.5,Casing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10013,2022-03-01 15:37:31.099+00,172,Casing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10084,2022-03-01 15:37:31.099+00,1023.993,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift,TOPAZ A 1H,204714.01
10087,2022-03-01 15:37:31.099+00,13.247,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10026,2022-03-01 15:37:31.099+00,17.246,Tubing Pressure,DRAGONSTONE B 2H,HAWG 3H 4H 5H/DRAGONSTONE A1 B2 Well Pad,Gas Lift,DRAGONSTONE B 2H,204684.01
10072,2022-03-01 15:37:31.099+00,10.975,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift,SAPPHIRE A1H,204688.01
10090,2022-03-01 15:37:31.099+00,5.962,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10017,2022-03-01 15:37:31.099+00,3.963,Casing Pressure,CORAL B 2H,CORAL Well Pad,Gas Lift,CORAL B 2H,204346.01
10011,2022-03-01 15:37:31.099+00,121.09,Casing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10095,2022-03-01 15:37:31.099+00,409.104,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10010,2022-03-01 15:37:31.099+00,126.66,Tubing Pressure,CARBONITE B2H,CARBONITE Well Pad,Gas Lift,CARBONITE B2H,204719.01
10030,2022-03-01 15:37:31.099+00,424.548,Tubing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10086,2022-03-01 15:37:31.099+00,514.93,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift,TOPAZ B 2H,204715.01
10028,2022-03-01 15:37:31.099+00,424.495,Tubing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10092,2022-03-01 15:37:31.099+00,141.245,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift,TURQUOISE B 2H,204701.01
10099,2022-03-01 15:37:31.099+00,4.734,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10091,2022-03-01 15:37:31.099+00,22.461,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift,TURQUOISE A 1H,204700.01
10000,2022-03-01 15:37:31.099+00,9.043,Tubing Pressure,BIG FIVE A1 H,BIG FIVE Well Pad,Gas Lift,BIG FIVE A1 H,204600.01
10015,2022-03-01 15:37:30.078+00,772,Casing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10077,2022-03-01 15:37:30.078+00,1024.04,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10075,2022-03-01 15:37:30.078+00,4.913,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10096,2022-03-01 15:37:30.078+00,18.005,Tubing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #2H,204220.01
10094,2022-03-01 15:37:30.078+00,91.463,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift,TURQUOISE C 3H,204717.01
10079,2022-03-01 15:37:30.078+00,10.972,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift,SERPENTINE C 3H,204692.01
10074,2022-03-01 15:37:30.077+00,56323.539,Tubing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift,SERPENTINE A 1H,204690.01
10081,2022-03-01 15:37:30.077+00,57482.465,Casing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 1 1H,204511.01
10082,2022-03-01 15:37:30.077+00,4.914,Tubing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10007,2022-03-01 15:37:30.077+00,93.64,Casing Pressure,BLOODSTONE D 4H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE D 4H,204687.01
10004,2022-03-01 15:37:30.077+00,131.62,Tubing Pressure,BLOODSTONE C 3H,BLOODSTONE C 3H D 4H Well Pad,Gas Lift,BLOODSTONE C 3H,204686.01
10002,2022-03-01 15:37:30.077+00,130.55,Tubing Pressure,BIG FIVE B 2H,BIG FIVE Well Pad,Gas Lift,BIG FIVE B 2H,204601.01
10083,2022-03-01 15:37:30.077+00,65.241,Casing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift,SHARKTOOTH (SA) UNIT 2 2H,204512.01
10031,2022-03-01 15:37:30.077+00,66.956,Casing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift,EMERALD B2H,204657.01
10014,2022-03-01 15:37:30.077+00,701,Tubing Pressure,CORAL A 1H,CORAL Well Pad,Gas Lift,CORAL A 1H,204637.01
10029,2022-03-01 15:37:30.077+00,66.35,Casing Pressure,EMERALD A1H,EMERALD Well Pad,Gas Lift,EMERALD A1H,204656.01
10089,2022-03-01 15:37:30.077+00,211591.734,Casing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift,TOPAZ C 3H,204716.01
10020,2022-03-01 15:37:30.077+00,12.396,Tubing Pressure,DIAMOND A1H,DIAMOND Well Pad,Gas Lift,DIAMOND A1H,204636.01
10076,2022-03-01 15:37:30.077+00,64.977,Tubing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift,SERPENTINE B 2H,204691.01
10012,2022-03-01 15:37:30.077+00,167,Tubing Pressure,CARBONITE C3H,CARBONITE Well Pad,Gas Lift,CARBONITE C3H,204720.01
10098,2022-03-01 15:37:30.077+00,213833.078,Tubing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift,PLATYPUS HUNTER #3H,204221.01
10041,2022-03-01 15:23:02.117+00,8,Casing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift,LABRADORITE A 1H,204696.01
10062,2022-03-01 15:23:02.117+00,282.479,Tubing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK #11H,203139.01
10051,2022-03-01 15:23:02.117+00,910,Casing Pressure,MOONSTONE A1H,MOONSTONE Well Pad,Gas Lift,MOONSTONE A1H,204681.01
10063,2022-03-01 15:23:02.117+00,350.825,Casing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK #11H,203139.01
10040,2022-03-01 15:23:02.117+00,8.03,Tubing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift,LABRADORITE A 1H,204696.01
10039,2022-03-01 15:23:02.117+00,8,Casing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift,PYRITE 1H,204711.01
10049,2022-03-01 15:23:02.117+00,192,Casing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift,LOMBARDO 2H,204609.01
10058,2022-03-01 15:23:02.117+00,8.522,Tubing Pressure,RATTLER A 1H,RATTLER Well Pad,Gas Lift,RATTLER A 1H,204593.01
10036,2022-03-01 15:23:02.117+00,280.73,Tubing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift,HAWN HOLT 21H,204710.01
10059,2022-03-01 15:23:02.117+00,14.594,Tubing Pressure,RATTLER B 2H,RATTLER Well Pad,Gas Lift,RATTLER B 2H,204594.01
10046,2022-03-01 15:23:01.108+00,174.34,Tubing Pressure,MAMMOTH A 1H,MAMMOTH Well Pad,Gas Lift,MAMMOTH A 1H,204608.01
10052,2022-03-01 15:23:01.108+00,8.989,Tubing Pressure,MOONSTONE B2H,MOONSTONE Well Pad,Gas Lift,MOONSTONE B2H,204682.01
10044,2022-03-01 15:23:01.108+00,23.66,Tubing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift,LABRADORITE C 3H,204698.01
10056,2022-03-01 15:23:01.108+00,21.976,Tubing Pressure,EFFENBERGER #5H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #5H,203302.01
10050,2022-03-01 15:23:01.108+00,910,Tubing Pressure,MOONSTONE A1H,MOONSTONE Well Pad,Gas Lift,MOONSTONE A1H,204681.01
10045,2022-03-01 15:23:01.108+00,10.77,Casing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift,LABRADORITE C 3H,204698.01
10065,2022-03-01 15:23:01.108+00,496.201,Casing Pressure,ROCK CREEK RANCH UNIT 12H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH UNIT 12H,204596.01
10069,2022-03-01 15:23:01.108+00,450,Casing Pressure,QUARTZ 1H,QUARTZ Well Pad,Gas Lift,QUARTZ 1H,204712.01
10042,2022-03-01 15:23:01.108+00,8.22,Tubing Pressure,LABRADORITE B 2H,LABRADORITE Well Pad,Gas Lift,LABRADORITE B 2H,204697.01
10038,2022-03-01 15:23:01.108+00,16.15,Tubing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift,PYRITE 1H,204711.01
10055,2022-03-01 15:23:01.108+00,8.787,Casing Pressure,EFFENBERGER #4H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #4H,203303.01
10054,2022-03-01 15:23:01.108+00,173.678,Tubing Pressure,EFFENBERGER #4H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #4H,203303.01
10066,2022-03-01 15:23:01.108+00,415.54,Tubing Pressure,ROCK CREEK RANCH 25H,ROCK CREEK RANCH Well Pad,Gas Lift,ROCK CREEK RANCH 25H,204713.01
10057,2022-03-01 15:23:01.108+00,196.025,Casing Pressure,EFFENBERGER #5H,EFFENBERGER Well Pad,Gas Lift,EFFENBERGER #5H,203302.01
10037,2022-03-01 15:23:01.108+00,8,Casing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift,HAWN HOLT 21H,204710.01
